problem size,num_proc,runtime
60000000,18,2.073222
60000000,18,2.253311
60000000,20,1.889466
60000000,20,2.100496
60000000,20,1.989011
60000000,20,2.075167
60000000,20,2.034539
60000000,20,2.205814
60000000,20,1.903615
60000000,20,2.214277
60000000,20,1.925490
60000000,20,2.058261
80000000,1,19.535986
80000000,1,19.308748
80000000,1,19.970970
80000000,1,19.559513
80000000,1,19.296108
80000000,1,19.682047
80000000,1,19.998063
80000000,1,19.613308
80000000,1,20.024089
80000000,1,19.350263
80000000,2,10.029737
80000000,2,9.993741
80000000,2,10.085253
80000000,2,10.126884
80000000,2,10.116770
80000000,2,10.084612
80000000,2,10.083316
80000000,2,10.097075
80000000,2,10.217439
80000000,2,10.333410
80000000,4,5.633580
80000000,4,5.964044
80000000,4,5.570565
80000000,4,5.764411
80000000,4,5.882169
80000000,4,5.455615
80000000,4,5.613699
80000000,4,5.739554
80000000,4,5.369840
80000000,4,5.801356
80000000,8,3.968922
80000000,8,4.112165
80000000,8,3.873750
80000000,8,3.707546
80000000,8,3.924883
80000000,8,3.850980
80000000,8,3.754234
80000000,8,4.012189
80000000,8,4.012957
80000000,8,3.953211
80000000,12,3.049179
80000000,12,2.915479
80000000,12,2.800689
80000000,12,3.227033
80000000,12,3.272579
80000000,12,3.146195
80000000,12,3.272918
80000000,12,3.076312
80000000,12,3.174259
80000000,12,3.218695
80000000,14,3.443840
80000000,14,3.023285
80000000,14,2.819686
80000000,14,2.916813
80000000,14,3.175932
80000000,14,3.100911
80000000,14,3.735800
80000000,14,2.974680
80000000,14,3.048409
80000000,14,2.881045
80000000,16,3.022306
80000000,16,3.134208
80000000,16,3.404979
80000000,16,2.953352
80000000,16,3.044750
80000000,16,2.874419
80000000,16,2.666868
80000000,16,3.116872
80000000,16,2.999531
80000000,16,3.026165
80000000,18,3.415040
80000000,18,3.068627
80000000,18,2.458230
80000000,18,2.770600
80000000,18,3.109923
80000000,18,2.854179
80000000,18,2.479607
80000000,18,3.214878
80000000,18,2.899431
80000000,18,2.846695
80000000,20,2.720765
80000000,20,3.414316
80000000,20,2.545030
80000000,20,2.744633
80000000,20,2.892989
80000000,20,3.207094
80000000,20,2.683039
80000000,20,2.519379
80000000,20,3.255976
80000000,20,3.092398
100000000,1,24.718441
100000000,1,24.709081
100000000,1,24.922336
100000000,1,25.112756
100000000,1,25.427535
100000000,1,24.512919
100000000,1,24.710884
100000000,1,25.154239
100000000,1,24.625301
100000000,1,24.919323
100000000,2,12.725598
100000000,2,12.708711
100000000,2,12.828712
100000000,2,12.724588
100000000,2,12.733628
100000000,2,12.715049
100000000,2,12.726078
100000000,2,12.815243
100000000,2,12.710837
100000000,2,12.750277
100000000,4,7.642051
100000000,4,7.376871
100000000,4,7.126414
100000000,4,6.834060
100000000,4,6.874287
100000000,4,7.069404
100000000,4,6.820136
100000000,4,6.911487
100000000,4,7.251792
100000000,4,7.184904
100000000,8,5.017939
100000000,8,4.979759
100000000,8,5.047097
100000000,8,5.026217
100000000,8,4.540608
100000000,8,4.739699
100000000,8,4.985510
100000000,8,5.285930
100000000,8,4.529487
100000000,8,5.108249
100000000,12,3.869384
100000000,12,3.925931
100000000,12,3.822330
100000000,12,3.693008
100000000,12,4.306904
100000000,12,3.607684
100000000,12,3.967859
100000000,12,3.758171
100000000,12,4.180020
100000000,12,3.958906
100000000,14,4.597985
100000000,14,3.684123
100000000,14,3.938003
100000000,14,3.449389
100000000,14,4.238518
100000000,14,3.285951
100000000,14,3.994799
100000000,14,3.742203
100000000,14,3.756899
100000000,14,4.470457
100000000,16,3.669713
100000000,16,3.512606
100000000,16,4.358290
100000000,16,3.932621
100000000,16,3.743774
100000000,16,4.028694
100000000,16,3.530942
100000000,16,3.669886
100000000,16,3.925173
100000000,16,3.253876
100000000,18,3.483472
100000000,18,3.365322
100000000,18,3.506130
100000000,18,3.334336
100000000,18,3.547826
100000000,18,3.671889
100000000,18,3.350479
100000000,18,3.117569
100000000,18,3.644410
100000000,18,3.077411
100000000,20,3.100823
100000000,20,3.233651
100000000,20,3.270519
100000000,20,3.686406
100000000,20,3.576983
100000000,20,3.437182
100000000,20,3.619236
100000000,20,3.096490
100000000,20,3.649483
100000000,20,3.952756
